Model Name,Image,Prediction,Confidence,Latency
resnet50_onnx,img9.jpg,planetarium,0.7225,0.0152
resnet50_notonnx,img1.jpg,minibus,0.9680,0.7248
resnet50_notonnx,img10.jpg,orange,0.8080,0.0741
resnet50_notonnx,img2.jpg,suit,0.8120,0.0206
resnet50_notonnx,img3.jpg,bath towel,0.2682,0.0165
resnet50_notonnx,img4.jpg,baboon,0.5661,0.0207
resnet50_notonnx,img5.jpg,lemon,0.8838,0.0282
resnet50_notonnx,img6.jpg,monarch,0.6632,0.0159
resnet50_notonnx,img7.jpg,jigsaw puzzle,0.3104,0.0227
resnet50_notonnx,img8.jpg,soccer ball,0.9756,0.0178
resnet50_notonnx,img9.jpg,planetarium,0.7225,0.0267
yolo_onnx,img1.jpg,bus,0.9112,4.6461
yolo_onnx,img10.jpg,cat,0.4294,0.0492
yolo_onnx,img2.jpg,person,0.8403,0.0355
yolo_onnx,img3.jpg,person,0.6535,0.0553
yolo_onnx,img4.jpg,person,0.6863,0.0337
yolo_onnx,img5.jpg,orange,0.8696,0.0407
yolo_onnx,img6.jpg,None,0.0000,0.0341
yolo_onnx,img7.jpg,None,0.0000,0.0402
yolo_onnx,img8.jpg,person,0.9155,0.0358
yolo_onnx,img9.jpg,car,0.4617,0.0345
yolo_notonnx,img1.jpg,bus,0.9112,1.8981
yolo_notonnx,img10.jpg,cat,0.4294,1.1346
yolo_notonnx,img2.jpg,person,0.8403,0.0815
yolo_notonnx,img3.jpg,person,0.6535,0.0696
yolo_notonnx,img4.jpg,person,0.6863,0.0881
yolo_notonnx,img5.jpg,orange,0.8696,0.1114
yolo_notonnx,img6.jpg,None,0.0000,0.0674
yolo_notonnx,img7.jpg,None,0.0000,0.0676
yolo_notonnx,img8.jpg,person,0.9155,0.0612
yolo_notonnx,img9.jpg,car,0.4617,0.0639
resnet50_onnx,img1.jpg,minibus,0.9680,3.6430
resnet50_onnx,img10.jpg,orange,0.8080,0.0196
resnet50_onnx,img2.jpg,suit,0.8120,0.0175
resnet50_onnx,img3.jpg,bath towel,0.2682,0.0151
resnet50_onnx,img4.jpg,baboon,0.5661,0.0164
resnet50_onnx,img5.jpg,lemon,0.8838,0.0151
resnet50_onnx,img6.jpg,monarch,0.6632,0.0161
resnet50_onnx,img7.jpg,jigsaw puzzle,0.3104,0.0144
resnet50_onnx,img8.jpg,soccer ball,0.9756,0.0159
resnet50_onnx,img9.jpg,planetarium,0.7225,0.0148
resnet50_notonnx,img1.jpg,minibus,0.9680,0.4930
resnet50_notonnx,img10.jpg,orange,0.8080,0.0615
resnet50_notonnx,img2.jpg,suit,0.8120,0.0164
resnet50_notonnx,img3.jpg,bath towel,0.2682,0.0166
resnet50_notonnx,img4.jpg,baboon,0.5661,0.0169
resnet50_notonnx,img5.jpg,lemon,0.8838,0.0159
resnet50_notonnx,img6.jpg,monarch,0.6632,0.0229
resnet50_notonnx,img7.jpg,jigsaw puzzle,0.3104,0.0160
resnet50_notonnx,img8.jpg,soccer ball,0.9756,0.0155
resnet50_notonnx,img9.jpg,planetarium,0.7225,0.0160
yolo_notonnx,img1.jpg,bus,0.9112,0.8661
yolo_notonnx,img10.jpg,cat,0.4294,1.0304
yolo_notonnx,img2.jpg,person,0.8403,0.0676
yolo_notonnx,img3.jpg,person,0.6535,0.0650
yolo_notonnx,img4.jpg,person,0.6863,0.0483
yolo_notonnx,img5.jpg,orange,0.8696,0.0525
yolo_notonnx,img6.jpg,None,0.0000,0.0475
yolo_notonnx,img7.jpg,None,0.0000,0.0497
yolo_notonnx,img8.jpg,person,0.9155,0.0484
yolo_notonnx,img9.jpg,car,0.4617,0.0548
resnet50_onnx,img1.jpg,minibus,0.9680,0.3687
resnet50_onnx,img10.jpg,orange,0.8080,0.1026
resnet50_onnx,img2.jpg,suit,0.8120,0.0242
resnet50_onnx,img3.jpg,bath towel,0.2682,0.0176
resnet50_onnx,img4.jpg,baboon,0.5661,0.0248
resnet50_onnx,img5.jpg,lemon,0.8838,0.0179
resnet50_onnx,img6.jpg,monarch,0.6632,0.0173
resnet50_onnx,img7.jpg,jigsaw puzzle,0.3104,0.0205
resnet50_onnx,img8.jpg,soccer ball,0.9756,0.0174
resnet50_onnx,img9.jpg,planetarium,0.7225,0.0169
resnet50_notonnx,img1.jpg,minibus,0.9680,0.2380
resnet50_notonnx,img10.jpg,orange,0.8080,0.0206
resnet50_notonnx,img2.jpg,suit,0.8120,0.0177
resnet50_notonnx,img3.jpg,bath towel,0.2682,0.0204
resnet50_notonnx,img4.jpg,baboon,0.5661,0.0177
resnet50_notonnx,img5.jpg,lemon,0.8838,0.0178
resnet50_notonnx,img6.jpg,monarch,0.6632,0.0175
resnet50_notonnx,img7.jpg,jigsaw puzzle,0.3104,0.0180
resnet50_notonnx,img8.jpg,soccer ball,0.9756,0.0195
resnet50_notonnx,img9.jpg,planetarium,0.7225,0.0173
yolo_onnx,img1.jpg,bus,0.9112,4.5378
yolo_onnx,img10.jpg,cat,0.4294,0.0722
yolo_onnx,img2.jpg,person,0.8403,0.0693
yolo_onnx,img3.jpg,person,0.6535,0.0715
yolo_onnx,img4.jpg,person,0.6863,0.0881
yolo_onnx,img5.jpg,orange,0.8696,0.0711
yolo_onnx,img6.jpg,None,0.0000,0.0945
yolo_onnx,img7.jpg,None,0.0000,0.0508
yolo_onnx,img8.jpg,person,0.9155,0.1169
yolo_onnx,img9.jpg,car,0.4617,0.0317
yolo_notonnx,img1.jpg,bus,0.9112,0.5620
yolo_notonnx,img10.jpg,cat,0.4294,0.0683
yolo_notonnx,img2.jpg,person,0.8403,0.0461
yolo_notonnx,img3.jpg,person,0.6535,0.0371
yolo_notonnx,img4.jpg,person,0.6863,0.0434
yolo_notonnx,img5.jpg,orange,0.8696,0.0381
yolo_notonnx,img6.jpg,None,0.0000,0.0350
yolo_notonnx,img7.jpg,None,0.0000,0.0364
yolo_notonnx,img8.jpg,person,0.9155,0.0358
yolo_notonnx,img9.jpg,car,0.4617,0.0355
resnet50_onnx,img1.jpg,minibus,0.9680,4.0546
resnet50_onnx,img10.jpg,orange,0.8080,0.0437
resnet50_onnx,img2.jpg,suit,0.8120,0.0380
resnet50_onnx,img3.jpg,bath towel,0.2682,0.0495
resnet50_onnx,img4.jpg,baboon,0.5661,0.0185
resnet50_onnx,img5.jpg,lemon,0.8838,0.0485
resnet50_onnx,img6.jpg,monarch,0.6632,0.0545
resnet50_onnx,img7.jpg,jigsaw puzzle,0.3104,0.0965
resnet50_onnx,img8.jpg,soccer ball,0.9756,0.0616
resnet50_onnx,img9.jpg,planetarium,0.7225,0.1326
resnet50_notonnx,img1.jpg,minibus,0.9680,0.6106
resnet50_notonnx,img10.jpg,orange,0.8080,0.1120
resnet50_notonnx,img2.jpg,suit,0.8120,0.0318
resnet50_notonnx,img3.jpg,bath towel,0.2682,0.0323
resnet50_notonnx,img4.jpg,baboon,0.5661,0.0312
resnet50_notonnx,img5.jpg,lemon,0.8838,0.0318
resnet50_notonnx,img6.jpg,monarch,0.6632,0.0314
resnet50_notonnx,img7.jpg,jigsaw puzzle,0.3104,0.0327
resnet50_notonnx,img8.jpg,soccer ball,0.9756,0.0309
resnet50_notonnx,img9.jpg,planetarium,0.7225,0.0315
yolo_onnx,img1.jpg,bus,0.9112,4.5369
yolo_onnx,img10.jpg,cat,0.4294,0.1200
yolo_onnx,img2.jpg,person,0.8403,0.0706
yolo_onnx,img3.jpg,person,0.6535,0.0658
yolo_onnx,img4.jpg,person,0.6863,0.0413
yolo_onnx,img5.jpg,orange,0.8696,0.1343
yolo_onnx,img6.jpg,None,0.0000,0.0672
yolo_onnx,img7.jpg,None,0.0000,0.0648
yolo_onnx,img8.jpg,person,0.9155,0.0664
yolo_onnx,img9.jpg,car,0.4617,0.0698
yolo_notonnx,img1.jpg,bus,0.9112,0.6900
yolo_notonnx,img10.jpg,cat,0.4294,1.3040
yolo_notonnx,img2.jpg,person,0.8403,0.0617
yolo_notonnx,img3.jpg,person,0.6535,0.1391
yolo_notonnx,img4.jpg,person,0.6863,0.0915
yolo_notonnx,img5.jpg,orange,0.8696,0.0990
yolo_notonnx,img6.jpg,None,0.0000,0.0681
yolo_notonnx,img7.jpg,None,0.0000,0.0907
yolo_notonnx,img8.jpg,person,0.9155,0.0684
yolo_notonnx,img9.jpg,car,0.4617,0.0650
